City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
Port Alfred,-33.5906,26.891,62.82,83,99,7.45,ZA,overcast clouds,2022-08-11 20:24:35
Praia Da Vitoria,38.7333,-27.0667,74.75,94,40,14.88,PT,scattered clouds,2022-08-11 20:26:40
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Leshukonskoye,64.8989,45.7622,60.42,93,100,9.55,RU,light rain,2022-08-11 20:27:15
Burnie,-41.0667,145.9167,47.95,91,100,2.53,AU,light rain,2022-08-11 20:30:00
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
Plastun,44.7561,136.2939,62.92,94,6,5.84,RU,clear sky,2022-08-11 20:30:03
Albany,42.6001,-73.9662,83.68,53,93,10.74,US,overcast clouds,2022-08-11 20:20:59
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:21:22
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
Kodiak,57.79,-152.4072,54.91,94,100,6.91,US,overcast clouds,2022-08-11 20:30:09
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Matagami,49.7502,-77.6328,55.51,88,100,12.66,CA,overcast clouds,2022-08-11 20:30:12
Saldanha,-33.0117,17.9442,55.45,87,100,9.91,ZA,overcast clouds,2022-08-11 20:24:28
Helena,46.5927,-112.0361,95.25,35,0,10.0,US,clear sky,2022-08-11 20:29:45
Marystown,47.1666,-55.1483,59.36,86,100,8.41,CA,overcast clouds,2022-08-11 20:30:16
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Sorong,-0.8833,131.25,76.77,87,84,7.4,ID,broken clouds,2022-08-11 20:30:21
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Visby,57.6409,18.296,66.42,72,5,12.66,SE,clear sky,2022-08-11 20:30:24
Airai,-8.9266,125.4092,56.7,93,55,3.38,TL,broken clouds,2022-08-11 20:30:25
Avarua,-21.2078,-159.775,77.05,78,49,13.8,CK,scattered clouds,2022-08-11 20:29:03
San Cristobal,7.7669,-72.225,89.78,44,65,8.7,VE,broken clouds,2022-08-11 20:28:08
Upernavik,72.7868,-56.1549,42.12,79,100,9.98,GL,overcast clouds,2022-08-11 20:30:29
Airai,-8.9266,125.4092,56.7,93,55,3.38,TL,broken clouds,2022-08-11 20:30:25
Sao Gabriel Da Cachoeira,-0.1303,-67.0892,85.35,59,52,1.28,BR,broken clouds,2022-08-11 20:30:31
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Filingue,14.3521,3.3168,77.04,80,100,22.03,NE,heavy intensity rain,2022-08-11 20:30:34
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Beira,-19.8436,34.8389,69.89,88,20,10.36,MZ,few clouds,2022-08-11 20:30:36
Rikitea,-23.1203,-134.9692,73.13,72,60,21.7,PF,broken clouds,2022-08-11 20:17:50
Qaanaaq,77.484,-69.3632,39.07,71,97,7.07,GL,overcast clouds,2022-08-11 20:26:00
Daru,-9.0763,143.2092,76.28,83,100,14.38,PG,overcast clouds,2022-08-11 20:30:41
Madang,-5.2246,145.7966,75.54,95,100,1.5,PG,moderate rain,2022-08-11 20:30:42
Dvinskoy,62.1535,45.1175,62.49,65,100,9.1,RU,overcast clouds,2022-08-11 20:30:44
Aasiaat,68.7098,-52.8699,37.2,89,95,1.07,GL,overcast clouds,2022-08-11 20:30:46
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Krasnyy Chikoy,50.3643,108.7512,56.5,83,87,3.04,RU,overcast clouds,2022-08-11 20:30:49
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
San Patricio,28.017,-97.5169,98.17,42,100,6.58,US,overcast clouds,2022-08-11 20:30:53
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Sorland,67.667,12.6934,51.66,81,92,25.95,NO,overcast clouds,2022-08-11 20:30:56
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Ahipara,-35.1667,173.1667,51.42,77,34,7.25,NZ,scattered clouds,2022-08-11 20:30:59
Bethel,41.3712,-73.414,88.81,44,0,8.05,US,clear sky,2022-08-11 20:31:00
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
Rocha,-34.4833,-54.3333,52.79,81,0,4.94,UY,clear sky,2022-08-11 20:31:02
Guadalupe Y Calvo,26.1,-106.9667,59.0,89,89,1.88,MX,overcast clouds,2022-08-11 20:31:04
Upernavik,72.7868,-56.1549,42.12,79,100,9.98,GL,overcast clouds,2022-08-11 20:30:29
Lichinga,-13.3128,35.2406,62.69,63,75,3.44,MZ,broken clouds,2022-08-11 20:31:06
Iqaluit,63.7506,-68.5145,53.33,62,20,5.75,CA,few clouds,2022-08-11 20:31:09
Dingle,10.9995,122.6711,75.56,89,83,1.01,PH,broken clouds,2022-08-11 20:31:10
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Road Town,18.4167,-64.6167,86.09,70,20,13.8,VG,few clouds,2022-08-11 20:31:16
Riyadh,24.6877,46.7219,102.34,16,11,12.53,SA,few clouds,2022-08-11 20:27:39
Saldanha,-33.0117,17.9442,55.45,87,100,9.91,ZA,overcast clouds,2022-08-11 20:24:28
Tasiilaq,65.6145,-37.6368,35.76,82,29,2.64,GL,scattered clouds,2022-08-11 20:25:37
Muskogee,35.5834,-95.3336,92.97,48,0,4.61,US,clear sky,2022-08-11 20:31:21
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:24:53
Kavieng,-2.5744,150.7967,81.12,78,96,12.15,PG,overcast clouds,2022-08-11 20:26:44
Tuatapere,-46.1333,167.6833,33.13,86,3,5.32,NZ,clear sky,2022-08-11 20:26:46
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Saint-Joseph,-21.3667,55.6167,63.21,70,35,12.12,RE,scattered clouds,2022-08-11 20:31:27
Vao,-22.6667,167.4833,68.02,57,14,16.96,NC,few clouds,2022-08-11 20:28:19
Hermanus,-34.4187,19.2345,55.8,77,100,13.11,ZA,overcast clouds,2022-08-11 20:25:13
Saskylakh,71.9167,114.0833,43.18,71,100,6.53,RU,overcast clouds,2022-08-11 20:31:31
Outlook,51.5001,-107.0513,82.11,34,91,15.26,CA,overcast clouds,2022-08-11 20:31:32
Sur,22.5667,59.5289,89.67,58,100,5.86,OM,overcast clouds,2022-08-11 20:31:34
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
Ceres,37.5949,-120.9577,95.79,32,0,9.22,US,clear sky,2022-08-11 20:31:37
Mount Gambier,-37.8333,140.7667,46.31,93,100,5.75,AU,light intensity shower rain,2022-08-11 20:22:45
Cape Town,-33.9258,18.4232,59.88,75,75,14.97,ZA,broken clouds,2022-08-11 20:20:11
Kaitangata,-46.2817,169.8464,33.94,83,11,6.17,NZ,few clouds,2022-08-11 20:31:41
Timmins,48.4669,-81.3331,71.42,28,40,14.97,CA,scattered clouds,2022-08-11 20:29:20
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Hamilton,39.1834,-84.5333,86.22,58,40,8.05,US,scattered clouds,2022-08-11 20:22:56
Urazovka,55.4013,45.6186,59.68,81,0,0.78,RU,clear sky,2022-08-11 20:31:46
Lebu,-37.6167,-73.65,52.5,80,100,3.96,CL,overcast clouds,2022-08-11 20:23:13
Ushuaia,-54.8,-68.3,38.82,87,75,4.61,AR,broken clouds,2022-08-11 20:18:54
Upernavik,72.7868,-56.1549,42.12,79,100,9.98,GL,overcast clouds,2022-08-11 20:30:29
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Cherskiy,68.75,161.3,60.51,61,95,6.46,RU,overcast clouds,2022-08-11 20:27:47
Avarua,-21.2078,-159.775,77.05,78,49,13.8,CK,scattered clouds,2022-08-11 20:29:03
Kerema,-7.9631,145.7785,75.36,91,100,4.88,PG,overcast clouds,2022-08-11 20:31:56
Saint-Denis,48.9167,2.3333,82.89,33,0,6.91,FR,clear sky,2022-08-11 20:31:57
Geraldton,-28.7667,114.6,48.61,81,0,12.66,AU,clear sky,2022-08-11 20:28:30
Longyearbyen,78.2186,15.6401,46.24,76,75,8.05,SJ,light intensity drizzle,2022-08-11 20:32:00
Souillac,-20.5167,57.5167,68.38,64,20,16.11,MU,few clouds,2022-08-11 20:32:01
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:24:53
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Dangara,29.6799,75.8931,79.61,66,94,6.76,IN,overcast clouds,2022-08-11 20:32:11
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:31:03
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Praia Da Vitoria,38.7333,-27.0667,74.75,94,40,14.88,PT,scattered clouds,2022-08-11 20:26:40
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:23:02
Sao Filipe,14.8961,-24.4956,78.98,76,6,12.5,CV,clear sky,2022-08-11 20:24:34
Pacific Grove,36.6177,-121.9166,84.38,73,0,13.8,US,clear sky,2022-08-11 20:32:18
Lompoc,34.6391,-120.4579,82.54,72,0,13.8,US,mist,2022-08-11 20:27:32
Kamenka,51.3223,42.7678,70.2,70,77,12.84,RU,broken clouds,2022-08-11 20:32:21
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:31:03
Mataura,-46.1927,168.8643,28.87,94,17,3.06,NZ,few clouds,2022-08-11 20:22:25
Hithadhoo,-0.6,73.0833,81.64,75,3,7.49,MV,moderate rain,2022-08-11 20:21:40
Kapaa,22.0752,-159.319,82.38,73,20,16.11,US,few clouds,2022-08-11 20:23:32
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Khatanga,71.9667,102.5,44.11,66,100,6.26,RU,overcast clouds,2022-08-11 20:24:19
Gejiu,23.306,103.1635,57.18,98,96,4.61,CN,overcast clouds,2022-08-11 20:32:29
Mataura,-46.1927,168.8643,32.58,84,20,2.68,NZ,few clouds,2022-08-11 20:32:30
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
Castro,-24.7911,-50.0119,50.41,68,0,4.61,BR,clear sky,2022-08-11 20:32:33
Georgetown,5.4112,100.3354,83.89,90,20,2.3,MY,few clouds,2022-08-11 20:32:35
Tuktoyaktuk,69.4541,-133.0374,53.6,82,75,17.27,CA,broken clouds,2022-08-11 20:32:37
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,mist,2022-08-11 20:25:45
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Prieska,-29.6641,22.7474,61.41,23,2,6.53,ZA,clear sky,2022-08-11 20:32:41
Pappayiannis,40.8333,21.5,65.59,88,55,2.77,GR,broken clouds,2022-08-11 20:32:44
Pevek,69.7008,170.3133,36.52,91,88,5.64,RU,overcast clouds,2022-08-11 20:32:45
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:25:47
Tautira,-17.7333,-149.15,77.61,77,17,15.21,PF,few clouds,2022-08-11 20:32:47
Guangyuan,32.442,105.823,80.33,83,99,3.89,CN,overcast clouds,2022-08-11 20:32:50
Albany,42.6001,-73.9662,83.68,52,93,10.74,US,overcast clouds,2022-08-11 20:27:55
Gat,31.61,34.7642,81.28,100,0,6.33,IL,clear sky,2022-08-11 20:20:04
East London,-33.0153,27.9116,65.25,81,100,5.84,ZA,overcast clouds,2022-08-11 20:27:13
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
Terbuny,52.1389,38.2789,67.53,76,16,11.74,RU,few clouds,2022-08-11 20:32:56
Castro,-24.7911,-50.0119,50.41,68,0,4.61,BR,clear sky,2022-08-11 20:32:33
Atuona,-9.8,-139.0333,76.86,70,59,28.36,PF,broken clouds,2022-08-11 20:23:36
Jijiga,9.35,42.8,62.98,81,99,18.23,ET,overcast clouds,2022-08-11 20:32:59
Punta Arenas,-53.15,-70.9167,39.31,65,40,11.5,CL,scattered clouds,2022-08-11 20:31:03
Araouane,18.9048,-3.5265,100.62,25,1,4.94,ML,clear sky,2022-08-11 20:33:02
Daloa,6.8774,-6.4502,74.28,84,87,4.54,CI,overcast clouds,2022-08-11 20:33:03
Nikolskoye,59.7035,30.7861,66.09,68,100,7.52,RU,overcast clouds,2022-08-11 20:24:53
Vaini,-21.2,-175.2,75.36,83,75,10.36,TO,broken clouds,2022-08-11 20:25:35
Luderitz,-26.6481,15.1594,56.48,84,60,8.19,NA,broken clouds,2022-08-11 20:33:07
Mar Del Plata,-38.0023,-57.5575,60.94,59,0,13.8,AR,clear sky,2022-08-11 20:27:05
Necochea,-38.5473,-58.7368,56.08,62,0,12.95,AR,clear sky,2022-08-11 20:30:32
Severomorsk,69.0689,33.4162,54.0,81,65,17.92,RU,broken clouds,2022-08-11 20:32:19
Fershampenuaz,53.5202,59.8117,60.64,91,94,7.92,RU,overcast clouds,2022-08-11 20:32:21
Kruisfontein,-34.0033,24.7314,54.88,91,100,2.28,ZA,overcast clouds,2022-08-11 20:29:24
Sao Filipe,14.8961,-24.4956,78.98,76,6,12.5,CV,clear sky,2022-08-11 20:24:34
Mnogovershinnyy,53.9353,139.9242,53.4,99,100,2.01,RU,overcast clouds,2022-08-11 20:33:15
Mar Del Plata,-38.0023,-57.5575,60.94,59,0,13.8,AR,clear sky,2022-08-11 20:27:05
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:27:10
Ust-Nera,64.5667,143.2,62.35,70,98,0.69,RU,overcast clouds,2022-08-11 20:33:19
Peace River,56.2501,-117.286,73.71,56,40,17.27,CA,scattered clouds,2022-08-11 20:30:12
Jieshou,33.2634,115.3611,80.73,73,87,7.05,CN,overcast clouds,2022-08-11 20:33:21
Bonthe,7.5264,-12.505,76.15,88,84,10.31,SL,moderate rain,2022-08-11 20:33:22
Leningradskiy,69.3833,178.4167,47.37,80,97,2.3,RU,overcast clouds,2022-08-11 20:29:18
Ossora,59.2353,163.0719,58.44,83,17,4.56,RU,few clouds,2022-08-11 20:33:13
Hilo,19.7297,-155.09,90.28,83,100,3.44,US,overcast clouds,2022-08-11 20:33:27
Yelizovo,53.1873,158.3805,53.74,100,75,2.24,RU,mist,2022-08-11 20:33:29
Mar Del Plata,-38.0023,-57.5575,60.94,59,0,13.8,AR,clear sky,2022-08-11 20:27:05
Tuktoyaktuk,69.4541,-133.0374,53.6,82,75,17.27,CA,broken clouds,2022-08-11 20:32:37
Monchegorsk,67.9397,32.8739,52.77,69,13,14.16,RU,few clouds,2022-08-11 20:33:32
New Norfolk,-42.7826,147.0587,42.71,82,96,0.89,AU,overcast clouds,2022-08-11 20:21:03
Esperance,-33.8667,121.9,52.41,73,88,8.41,AU,overcast clouds,2022-08-11 20:33:35
Upernavik,72.7868,-56.1549,42.12,79,100,9.98,GL,overcast clouds,2022-08-11 20:30:29
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
Goleta,36.8181,10.305,80.6,69,20,4.61,TN,few clouds,2022-08-11 20:33:41
Kysyl-Syr,63.8986,122.7617,57.42,74,100,4.72,RU,overcast clouds,2022-08-11 20:33:42
Baherden,38.4362,57.4316,83.12,24,0,6.42,TM,clear sky,2022-08-11 20:33:44
Salalah,17.0151,54.0924,77.2,89,97,9.91,OM,overcast clouds,2022-08-11 20:33:45
Cape Town,-33.9258,18.4232,59.38,76,75,14.97,ZA,broken clouds,2022-08-11 20:33:46
Mezen,65.8522,44.24,57.97,97,74,10.11,RU,broken clouds,2022-08-11 20:33:48
Pokhara,28.2333,83.9833,71.29,85,63,4.0,NP,broken clouds,2022-08-11 20:33:49
Victoria,22.2855,114.1577,81.32,93,100,8.01,HK,overcast clouds,2022-08-11 20:33:34
Rikitea,-23.1203,-134.9692,73.02,71,69,21.72,PF,broken clouds,2022-08-11 20:31:36
Georgetown,5.4112,100.3354,83.89,90,20,2.3,MY,few clouds,2022-08-11 20:32:35
Hobart,-42.8794,147.3294,43.05,91,0,4.61,AU,clear sky,2022-08-11 20:30:03
Cape Town,-33.9258,18.4232,59.38,76,75,14.97,ZA,broken clouds,2022-08-11 20:33:46
Bethel,41.3712,-73.414,88.81,44,0,8.05,US,clear sky,2022-08-11 20:31:00
Jamestown,42.097,-79.2353,77.05,44,0,11.5,US,clear sky,2022-08-11 20:33:57
Kodiak,57.79,-152.4072,54.91,94,100,6.91,US,overcast clouds,2022-08-11 20:30:09
Ribeira Grande,38.5167,-28.7,77.4,73,20,12.66,PT,few clouds,2022-08-11 20:27:10
Kingman,35.1894,-114.053,94.19,33,20,0.0,US,few clouds,2022-08-11 20:30:12
Ballarat,-37.5662,143.8496,43.03,91,100,7.72,AU,overcast clouds,2022-08-11 20:32:20
Avarua,-21.2078,-159.775,77.05,78,49,13.8,CK,scattered clouds,2022-08-11 20:29:03
Butaritari,3.0707,172.7902,81.86,74,99,12.19,KI,overcast clouds,2022-08-11 20:26:41
Saint-Philippe,-21.3585,55.7679,65.21,69,41,13.31,RE,scattered clouds,2022-08-11 20:25:17
Broome,42.2506,-75.833,85.17,41,20,9.22,US,few clouds,2022-08-11 20:34:06
Sinegorye,62.0788,150.477,55.38,89,100,2.44,RU,light rain,2022-08-11 20:34:08
Albany,42.6001,-73.9662,83.68,52,93,10.74,US,overcast clouds,2022-08-11 20:27:55
Pontianak,-0.0333,109.3333,78.78,94,75,1.14,ID,broken clouds,2022-08-11 20:34:10
Port Elizabeth,-33.918,25.5701,57.09,100,100,3.44,ZA,mist,2022-08-11 20:28:41
Saldanha,-33.0117,17.9442,55.45,87,100,9.91,ZA,overcast clouds,2022-08-11 20:24:28
Busselton,-33.65,115.3333,49.24,87,3,9.95,AU,clear sky,2022-08-11 20:21:44
Ilulissat,69.2167,-51.1,36.97,94,100,1.41,GL,overcast clouds,2022-08-11 20:34:15
Yellowknife,62.456,-114.3525,64.92,36,20,13.8,CA,few clouds,2022-08-11 20:25:47
Avarua,-21.2078,-159.775,77.05,78,49,13.8,CK,scattered clouds,2022-08-11 20:29:03
Bluff,-46.6,168.3333,38.57,85,98,10.65,NZ,overcast clouds,2022-08-11 20:25:20
